stop,type,population
"Horgenberg b. Einsied., Tanks.",Bus,0
"Einsiedeln, Wasenmattstrasse",Bus,0
"Einsiedeln, Horgenberg",Bus,0
"Einsiedeln, Birchli/Sternen",Bus,0
"Einsiedeln, Birchli/Stollern",Bus,0
"Willerzell, Bodenmattli",Bus,0
"Gross, Rombüel",Bus,0
"Willerzell, Kirche",Bus,0
"Willerzell, Grüene Aff",Bus,0
"Gross, Nügüetli",Bus,0
"Willerzell, Gasse",Bus,0
"Willerzell, Dimmerbach",Bus,0
"Willerzell, Tschuppmoos",Bus,0
"Willerzell, Birchbühl",Bus,0
"Willerzell, Langen",Bus,0
"Willerzell, Mösli",Bus,0
"Egg SZ, Langrüti",Bus,0
"Egg SZ, Eintracht",Bus,0
"Egg SZ, Schlapprig",Bus,0
"Egg SZ, Post",Bus,0
"Egg SZ, Roblosen",Bus,0
"Einsiedeln, Badeanstalt",Bus,0
"Einsiedeln, Blüemenen",Bus,0
"Studen SZ, Dörfli",Bus,0
"Studen SZ, Adelmatt",Bus,0
"Euthal, Ängi",Bus,0
"Studen SZ, Ochsenboden",Bus,0
"Euthal, Höhport",Bus,0
"Euthal, Schulhaus",Bus,0
"Euthal, Rüti",Bus,0
"Euthal, Drusberg",Bus,0
"Unteriberg, vord.Schmalzgruben",Bus,0
"Euthal, Ruostel",Bus,0
"Euthal, Alte Festung",Bus,0
"Willerzell, Schönbächli",Bus,0
"Euthal, Steinbach",Bus,0
"Willerzell, Stöfeli",Bus,0
"Gross, Grossbach",Bus,0
"Willerzell, Erlen",Bus,0
"Brunni SZ, Talstation LBH",Bus,0
"Brunni SZ, Rest. Brunni",Bus,0
"Alpthal, Stei",Bus,0
"Alpthal, Malosen",Bus,0
"Alpthal, Rütli",Bus,0
"Alpthal, Post",Bus,0
"Alpthal, Schnüerlismatt",Bus,0
"Alpthal, Grund",Bus,0
"Alpthal, Gribsch",Bus,0
"Alpthal, Eigen",Bus,0
"Trachslau, alte Säge",Bus,0
"Trachslau, Kirche",Bus,0
"Trachslau, altes Schulhaus",Bus,0
"Trachslau, alte Post",Bus,0
"Einsiedeln, Wäni",Bus,0
"Einsiedeln, Rütiweg",Bus,0
"Einsiedeln, Kornhausstrasse",Bus,0
"Gross, Ebenau",Bus,0
"Unteriberg, hint.Schmalzgruben",Bus,0
"Unteriberg, Nidlau",Bus,0
"Unteriberg, Post",Bus,0
"Unteriberg, Herti",Bus,0
"Unteriberg, Waag",Bus,0
"Unteriberg, Boden",Bus,0
"Unteriberg, Twingi",Bus,0
"Hoch-Ybrig, Talst. Weglosen",Bus,0
"Oberdorf SO, Endhalt",Bus,0
"Oberdorf SO, Dorfplatz",Bus,0
"Lommiswil, Kirche",Bus,0
"Oberdorf SO, Mühlebrücke",Bus,0
"Bellach, Hubel",Bus,0
"Lommiswil, Im Holz",Bus,0
"Selzach, Schulhaus",Bus,0
"Lommiswil, Bahnhofstrasse",Bus,0
"Langendorf, Sunnerain",Bus,0
"Langendorf, Chutz",Bus,0
"Langendorf, Friedhof",Bus,0
"Rüttenen, Brüggmoos",Bus,0
"Solothurn, Roamer",Bus,0
"Rüttenen, Dorf",Bus,0
"Solothurn, Gibelinstrasse",Bus,0
"Solothurn, Allmend",Bus,0
"Solothurn, Casablanca",Bus,0
"Derendingen, Löhr",Bus,0
"Derendingen, Mühle",Bus,0
"Derendingen, Linde",Bus,0
"Kriegstetten, Subingenstrasse",Bus,0
"Kriegstetten, Dorfplatz",Bus,0
"Gerlafingen, Sonnenfeld",Bus,0
"Gerlafingen, Fluryhof",Bus,0
"Halten, Käserei",Bus,0
"Oekingen, Horriwilstrasse",Bus,0
"Recherswil, Dorf",Bus,0
"Gerlafingen, Dorfzentrum",Bus,0
"Obergerlafingen, Dorf",Bus,0
"Halten, Ausserdorf",Bus,0
"Horriwil, Post",Bus,0
"Recherswil, Freiheit",Bus,0
"Zielebach, Gemeindehaus",Bus,0
"Wahlen b. Laufen, Traube",Bus,0
"Wahlen b. Laufen, Oberdorf",Bus,0
"Büsserach, Post",Bus,0
"Breitenbach, TCS Rastplatz",Bus,0
"Fehren, Postmuseum",Bus,0
"Fehren, Steinenbühlhöhe",Bus,0
"Meltingen, Meltingerbrücke",Bus,0
"Zullwil, Gilgenberg",Bus,0
"Meltingen, Gemeindezentrum",Bus,0
"Zullwil, Dorf",Bus,0
"Nunningen, Oberkirch",Bus,0
"Nunningen, Post",Bus,0
"Nunningen, See",Bus,0
"Nunningen, Riseten",Bus,0
"Nunningen, Engi",Bus,0
"Nunningen, Mussliweg",Bus,0
"Wahlen b. Laufen, Unterdorf",Bus,0
"Büsserach, Alte Mühle",Bus,0
"Grindel, Unterdorf",Bus,0
"Kleinlützel, Huggerwald",Bus,0
"Kleinlützel, Ring",Bus,0
"Roggenburg, Neuhus",Bus,0
"Büsserach, Ziegelhütte",Bus,0
"Grindel, Oberdorf",Bus,0
"Grindel, Mitte",Bus,0
"Bärschwil, Oberdorf",Bus,0
"Bärschwil, Dorf",Bus,0
"Beinwil SO, Neuhüsli",Bus,0
"Beinwil SO, Oberbeinwil",Bus,0
"Beinwil SO, Oberbuchen",Bus,0
"Beinwil SO, Schachen",Bus,0
Passwang,Bus,0
"Beinwil SO, Kloster",Bus,0
"Beinwil SO, Reh",Bus,0
"Beinwil SO, Bachmättli",Bus,0
"Erschwil, Dorf",Bus,0
"Erschwil, St. Benedikt",Bus,0
"Balsthal, Bahnhof",Bus,0
"Balsthal, Post",Bus,0
"Balsthal, Zentrum",Bus,0
"Balsthal, Thalbrücke",Bus,0
"Laupersdorf, Höngen",Bus,0
"Aedermannsdorf, Güggel",Bus,0
"Laupersdorf, Dorf",Bus,0
"Balsthal, Hinterrain",Bus,0
"Balsthal, Brauerei",Bus,0
"Balsthal, Pfadiheim",Bus,0
"Klus, Bahnhof",Bus,0
"Laupersdorf, Bremgarten",Bus,0
"Matzendorf, Brunnersberg",Bus,0
"Laupersdorf, Einschnitt",Bus,0
"Matzendorf, Mühle",Bus,0
"Matzendorf, Unterdorf",Bus,0
"Balsthal, St. Wolfgang",Bus,0
"Holderbank SO, Seblenhof",Bus,0
"Mümliswil, Lobisei",Bus,0
"Mümliswil, Kammfabrik",Bus,0
"Mümliswil, Post",Bus,0
"Mümliswil, Schulhaus",Bus,0
"Ramiswil, Mühle",Bus,0
"Ramiswil, Dorf",Bus,0
"Ramiswil, Abzw. Scheltenstr.",Bus,0
"Ramiswil, Kapelle",Bus,0
"Oensingen, Bahnhof",Bus,0
"Klus, Maiacker",Bus,0
"Oensingen, Post",Bus,0
"Oensingen, Rondo",Bus,0
"Oensingen, Hirsacker",Bus,0
"Oensingen, Schule Oberdorf",Bus,0
"Oensingen, Bauamt",Bus,0
"Oensingen, Sternenplatz",Bus,0
"Oensingen, Lehnfeld",Bus,0
"Laupersdorf, Vogelsmatt",Bus,0
"Ramiswil, Alpenblick",Bus,0
"Duggingen, Seewenstrasse",Bus,0
"Grellingen, Bahnhof",Bus,0
"Grellingen, Neutal",Bus,0
"Himmelried, Waldeck",Bus,0
"Himmelried, Dorf",Bus,0
"Himmelried, vorderer Igraben",Bus,0
"Himmelried, Schulhaus",Bus,0
"Himmelried, Steffenplatz",Bus,0
"Nunningen, Roderis",Bus,0
"Himmelried, Kastelhöhe",Bus,0
"Himmelried, Schindelboden",Bus,0
"Himmelried, Kastel",Bus,0
"Nunningen, Engimühle",Bus,0
"Riedholz, Bei den Weihern",Bus,0
"Riedholz, Bahnhof",Bus,0
"Hubersdorf, Dietrich",Bus,0
"Hubersdorf, Dorf",Bus,0
"Hubersdorf, Siggern",Bus,0
"Niederwil SO, Feuerwehrmagazin",Bus,0
"Günsberg, Grüngli",Bus,0
"Günsberg, Dorfplatz",Bus,0
"Günsberg, Neue Balmbergstrasse",Bus,0
"Günsberg, Bangerten",Bus,0
"Günsberg, Glutzenberg",Bus,0
"Balm b. Günsberg, Dorf",Bus,0
"Günsberg, Längmatt",Bus,0
"Oberbalmberg, Kurhaus",Bus,0
"Balmberg, Mittler-Balmberg",Bus,0
"Balmberg, Vorder-Balmberg",Bus,0
"Oensingen, Roggen",Bus,0
"Oensingen, Neu Bechburg",Bus,0
"Oensingen, Schlossstrasse",Bus,0
"Oensingen, Rebhöfli",Bus,0
"Oensingen, Bubenrain",Bus,0
"Oensingen, Katholische Kirche",Bus,0
"Oensingen, Chutloch",Bus,0
"Oberbuchsiten, Löwen",Bus,0
"Oensingen, Gallihof",Bus,0
"Oensingen, Bad Klus",Bus,0
"Oensingen, Bifang",Bus,0
"Wolfwil, Oberdorf",Bus,0
"Wolfwil, Zentrum",Bus,0
"Wolfwil, Schweissacker",Bus,0
"Wolfwil, Schulhaus",Bus,0
"Kestenholz, Rain",Bus,0
"Wolfwil, Fulenbacherstrasse",Bus,0
"Neuendorf, Schulhaus",Bus,0
"Neuendorf, Hardeck",Bus,0
"Fulenbach, Wolfwilerstrasse",Bus,0
"Neuendorf, Kirche",Bus,0
"Egerkingen, Bahnhof",Bus,0
"Niederbuchsiten, Linde",Bus,0
"Neuendorf, Migrosstrasse",Bus,0
"Neuendorf, Unterdorf",Bus,0
"Neuendorf, Migros",Bus,0
"Neuendorf, Industrie",Bus,0
"Egerkingen, Spirig",Bus,0
"Egerkingen, Bifang",Bus,0
"Härkingen, Lamm",Bus,0
"Egerkingen, Gäupark Kreisel",Bus,0
"Härkingen, Lischmatte",Bus,0
"Egerkingen, Zentrum",Bus,0
"Boningen, Kappelerstrasse",Bus,0
"Boningen, Gsteigli",Bus,0
"Boningen, Hausenmühli",Bus,0
"Fulenbach, Aaretränke",Bus,0
"Fulenbach, Boningerstrasse",Bus,0
"Fulenbach, Höchi",Bus,0
"Fulenbach, Altes Schulhaus",Bus,0
"Fulenbach, Oberdorf",Bus,0
"Egerkingen, Ramelen",Bus,0
"Hägendorf, Solothurnerstrasse",Bus,0
"Egerkingen, Bielgraben",Bus,0
"Egerkingen, Gäu Park",Bus,0
"Hägendorf, Bahnhof",Bus,0
"Hägendorf, Teufelsschlucht",Bus,0
"Hägendorf, Bodenmatt",Bus,0
"Hägendorf, Gässli",Bus,0
"Hägendorf, Halbrüti",Bus,0
"Egerkingen, Thalrich",Bus,0
"Härkingen, Altgraben",Bus,0
"Härkingen, Pfannenstiel",Bus,0
"Oberbuchsiten, Bahnhof",Bus,0
"Niederbuchsiten, Sonne",Bus,0
"Olten, Hammer BOGG",Bus,0
"Olten, Solothurnerstrasse",Bus,0
"Olten, Blumenweg",Bus,0
"Olten, Schützenmatte",Bus,0
"Oensingen, Bahnhof Süd",Bus,0
"Oensingen, Kreisschule",Bus,0
"Oensingen, Jurastrasse",Bus,0
"Kestenholz, Dörfli",Bus,0
"Kestenholz, Kastanienbaum",Bus,0
"Kappel SO, Kreuz",Bus,0
"Hägendorf, Schulhaus",Bus,0
"Hägendorf, Nellen",Bus,0
"Wangen b. Olten, Neuhüsli",Bus,0
"Wangen b. Olten, Am Kreuzbach",Bus,0
"Matzendorf, Horngraben",Bus,0
"Aedermannsdorf, Staatsstrasse",Bus,0
"Herbetswil, Dorf",Bus,0
"Matzendorf, Schulen",Bus,0
"Aedermannsdorf, Dorfplatz",Bus,0
"Welschenrohr, Post",Bus,0
"Herbetswil, Vorderer Brandberg",Bus,0
"Herbetswil, Vorderer Hammer",Bus,0
"Welschenrohr, Lochboden",Bus,0
"Welschenrohr, Unterdorf",Bus,0
"Welschenrohr, Hinterdorf",Bus,0
"Herbetswil, Untere Tannmatt",Bus,0
"Herbetswil, Hinterer Hammer",Bus,0
"Herbetswil, Tannmatt",Bus,0
"Herbetswil, Wolfsschlucht",Bus,0
"Welschenrohr, Rotschihaus",Bus,0
"Gänsbrunnen, Bahnhof",Bus,0
"Gänsbrunnen, St. Josef",Bus,0
"Gänsbrunnen, Wirtshof",Bus,0
"Gänsbrunnen, Hasenmattweg",Bus,0
"Welschenrohr, Brisenmatt",Bus,0
"Welschenrohr, Abzw. Malsenhof",Bus,0
"Laupersdorf, Stierenberg",Bus,0
"Laupersdorf, Alpenblick",Bus,0
"Herbetswil, Mieschegg",Bus,0
"Herbetswil, Hinterer Brandberg",Bus,0
Steinhof SO,Bus,0
Heinrichswil,Bus,0
"Subingen, Schulzentrum",Bus,0
"Horriwil, Oberdorf",Bus,0
"Subingen, Bahnhof",Bus,0
"Subingen, Dorf",Bus,0
"Derendingen, Oberstufenzentrum",Bus,0
"Subingen, Kirche",Bus,0
"Selzach, Bäriswil",Bus,0
"Gerlafingen, Eisenhammer",Bus,0
"Wiler, Bahnhof",Bus,0
St. Niklaus SO,Bus,0
"Rüttenen, Endhalt",Bus,0
"Gretzenbach, Weid",Bus,0
"Gretzenbach, Grabacker",Bus,0
"Däniken, Post",Bus,0
"Gretzenbach, Staldenacker",Bus,0
"Gretzenbach, Pfarrmatt",Bus,0
"Dulliken, Bahnhof",Bus,0
"Däniken, Oberdorf",Bus,0
"Däniken, Bahnhof",Bus,0
"Däniken, Unterdorf",Bus,0
"Däniken, Aarefeld",Bus,0
"Schönenwerd SO, Zentrum",Bus,0
"Gretzenbach, Bielacker",Bus,0
"Schönenwerd SO, Kreuzackerstr.",Bus,0
"Schönenwerd SO, Tannheim",Bus,0
"Schönenwerd SO, Baumstrasse",Bus,0
"Niedergösgen, Jurastrasse",Bus,0
"Schönenwerd SO, Bahnhof",Bus,0
"Schönenwerd SO, Lochmatt",Bus,0
Wöschnau,Bus,0
"Schönenwerd SO, Schachenstrass",Bus,0
"Niedergösgen, Falkenstein",Bus,0
"Schönenwerd SO,Schenker Storen",Bus,0
"Altreu, Nord",Bus,0
"Altreu, Mitte",Bus,0
"Grenchen, Alpenstrasse",Bus,0
"Grenchen, Sunnepark Nord",Bus,0
"Grenchen, M. Schürer-Strasse",Bus,0
"Grenchen, Lingeriz 60",Bus,0
"Solothurn, Hubelmatt",Bus,0
"Zuchwil, Martinshof",Bus,0
"Zuchwil, Zentrum",Bus,0
"Zuchwil, Sportzentrum",Bus,0
"Luterbach, Bahnhof Nordseite",Bus,0
"Luterbach, Reformierte Kirche",Bus,0
"Solothurn, Brühl",Bus,0
"Solothurn, Brunngraben",Bus,0
"Solothurn, Ulmenweg",Bus,0
"Solothurn, Wildbachstrasse",Bus,0
Tannay,Train,1548
La Vuarpillière,Train,-1
Creux-de-Genthod,Train,-1
Pont-Céard,Train,-1
"Olten, Chalchofen",Bus,0
"Olten, Usego",Bus,0
"Olten, Hammermühle",Bus,0
"Olten, Bornblick",Bus,0
"Olten, Grundstrasse",Bus,0
"Olten, Schöngrundstrasse",Bus,0
"Olten, Leberngasse",Bus,0
"Olten, Bleichmattstrasse",Bus,0
"Olten, Friedhof",Bus,0
"Olten, Riggenbachstrasse",Bus,0
"Olten, Meisenhardweg",Bus,0
"Olten, Meierhof",Bus,0
"Olten, Knoblauch",Bus,0
"Olten, Feldstrasse",Bus,0
"Olten, Wilerfeld",Bus,0
"Starrkirch, Rütli",Bus,0
"Dulliken, Schäfer",Bus,0
"Dulliken, Altersheim",Bus,0
"Dulliken, Zentrum",Bus,0
"Dulliken, Alte Gemeindekanzlei",Bus,0
"Dulliken, Bodenacker",Bus,0
"Dulliken, Lehmgrube",Bus,0
"Gunzgen, Unterdorf",Bus,0
"Kappel SO, Schulhaus",Bus,0
"Gunzgen, Zentrum",Bus,0
"Gunzgen, Industrie",Bus,0
"Härkingen, Pflug",Bus,0
"Härkingen, Briefzentrum",Bus,0
"Olten, Maienstrasse",Bus,0
"Olten, Reiserstrasse",Bus,0
"Olten, Gartenstrasse",Bus,0
"Olten, Dreitannenstrasse",Bus,0
"Starrkirch-Wil, Landhaus",Bus,0
"Olten, Hausmattrain",Bus,0
"Olten, Rötzmattweg",Bus,0
"Olten, Stadthalle",Bus,0
"Olten, Südwest",Bus,0
"Olten, Kunsteisbahn",Bus,0
"Olten, Bornfeld",Bus,0
"Starrkirch-Wil,Gemeindezentrum",Bus,0
"Wisen SO, Kirche",Bus,0
"Wisen SO, Sonne",Bus,0
"Läufelfingen, Adlike-Rank",Bus,0
"Hauenstein, Löwen",Bus,0
"Ifenthal, Kirche",Bus,0
"Trimbach, Rankwog",Bus,0
"Lostorf, Dorfplatz",Bus,0
"Lostorf, Mahrenstrasse",Bus,0
"Lostorf, Büechlen",Bus,0
"Lostorf, Eintracht",Bus,0
"Lostorf, Pfarrhof",Bus,0
"Stüsslingen, Garage",Bus,0
"Lostorf, Bad",Bus,0
"Lostorf, Mineralquelle",Bus,0
"Lostorf, Kreisschule",Bus,0
"Obergösgen, Dorf",Bus,0
"Obergösgen, Schulhaus",Bus,0
"Obergösgen, Bollenfeld",Bus,0
"Obergösgen, Sandacker",Bus,0
"Winznau, Säliblick",Bus,0
"Niedergösgen, Mühledorf",Bus,0
"Obergösgen, Fähre",Bus,0
"Stüsslingen, Kreuz",Bus,0
"Stüsslingen, Jura",Bus,0
"Stüsslingen, Mühle",Bus,0
"Stüsslingen, Burengasse",Bus,0
Rohr b. Olten,Bus,0
"Stüsslingen, Muggenloch",Bus,0
"Dulliken, Lehmgrube Wende",Bus,0
"Holderbank SO, Dorfplatz",Bus,0
"Allerheiligenberg, Rank",Bus,0
"Hägendorf, Gnöd",Bus,0
"Allerheiligenberg, Rest. Aller",Bus,0
"Hägendorf, Spitzacker",Bus,0
"Allerheiligenberg, Höhenklinik",Bus,0
"Hägendorf, Weinhalden",Bus,0
"Winznau, Dorf",Bus,0
"Winznau, Ausserdorf",Bus,0
"Olten, Haslistrasse",Bus,0
"Olten, Industriewerk",Bus,0
"Niedergösgen, Knoblez",Bus,0
"Niedergösgen, Kraftwerk",Bus,0
"Däniken, Reformierte Kirche",Bus,0
"Däniken, Talhubel",Bus,0
"Däniken, Hogenweid",Bus,0
"Däniken, Industrie",Bus,0
"Däniken, Prüssstrasse",Bus,0
"Däniken, Ettenberg",Bus,0
"Däniken, Eichweid",Bus,0
"Däniken, Stapflenweg",Bus,0
"Däniken, Kapelle",Bus,0
"Däniken, Allmend",Bus,0
"Däniken, Pumpwerk",Bus,0
"Zuchwil, Rainstrasse",Bus,0
"Zuchwil, Buchenweg",Bus,0
"Zuchwil, Birchi",Bus,0
"Biberist, St. Elisabeth",Bus,0
"Biberist, Bleichenbergstrasse",Bus,0
"Solothurn, Schwimmbad",Bus,0
"Solothurn, Sonnenpark",Bus,0
"Solothurn Allmend, Bahnhof",Bus,0
"Brittern, Wirtschaft",Bus,0
"Bibern SO, Post",Bus,0
"Aetingen, Fröscheren",Bus,0
"Aetingen, Schulhaus",Bus,0
"Aetigkofen, Dorf",Bus,0
"Hessigkofen, Post",Bus,0
"Brügglen SO,Ochsenbeinschmiede",Bus,0
"Buchegg, Post",Bus,0
"Mühledorf SO, Sternen",Bus,0
"Buchegg, Blumenhaus",Bus,0
"Tscheppach, Post",Bus,0
"Buchegg, Schloss/Dorf",Bus,0
"Küttigkofen, Schulhaus",Bus,0
"Luterbach, Gemeindehaus",Bus,0
"Bettlach, Dorfplatz",Bus,0
"Bettlach, Ariston",Bus,0
"Bettlach, Riedstrasse",Bus,0
"Bettlach, Räbacher",Bus,0
"Bettlach, Kastels",Bus,0
"Bettlach, Bangertli",Bus,0
"Bettlach, Hübeli",Bus,0
"Bettlach, Sonnenrain",Bus,0
"Grenchen, Sportstrasse",Bus,0
Villa Luganese,Bus,0
"Villa Luganese, Luss",Bus,0
"Villa Luganese, Vigna",Bus,0
"Sonvico, Sassello",Bus,0
"Cadro, Grescia",Bus,0
"Sonvico, al Nido",Bus,0
"Sonvico, Stazione ARL",Bus,0
"Sonvico, Rosone",Bus,0
"Sonvico, Opera Charitas",Bus,0
"Sonvico, Madonna d'Arla",Bus,0
"Sonvico, Scuole",Bus,0
"Sonvico, S. Nicolao",Bus,0
Dino,Bus,0
"Cadro, Paese",Bus,0
"Cadro, Municipio",Bus,0
"Tesserete, Stazione",Bus,0
Lugaggia,Bus,0
"Tesserete, Paese",Bus,0
"Tesserete, Ricovero",Bus,0
"Tesserete, Scuole",Bus,0
"Sureggio, Al Loco",Bus,0
"Cagiallo, Paese",Bus,0
"Tesserete, Campestro",Bus,0
"Sala Capriasca, Paese",Bus,0
"Tesserete, Resega",Bus,0
Sureggio,Bus,0
"Locarno, Piazza Stazione",Bus,0
"Locarno, Debarcadero",Bus,0
"Muralto, Al Parco",Bus,0
"Muralto, Residenza Montana",Bus,0
"Muralto, Palazzo dei Congressi",Bus,0
"Muralto, Croce Bianca",Bus,0
"Locarno, Via della Pace",Bus,0
"Locarno, Stazione",Bus,0
"Muralto, Casa S. Agnese",Bus,0
"Minusio, V. Borenco",Bus,0
"Muralto, Via Sociale",Bus,0
"Locarno, Piazza Castello",Bus,0
"Locarno, V. Luini",Bus,0
"Minusio, Piazza",Bus,0
"Locarno, Cinque Vie",Bus,0
"Locarno, Migros",Bus,0
"Locarno, Bivio V. Nessi",Bus,0
"Ascona, Posta",Bus,0
"Ascona, Moscia",Bus,0
"Ascona, San Materno",Bus,0
"Locarno, S. Antonio centrale",Bus,0
"Solduno, Stazione",Bus,0
"Locarno, S. Antonio Chiesa",Bus,0
"Locarno, Panorama",Bus,0
"Locarno, Palazzetto Fevi",Bus,0
"Locarno, Case Popolari",Bus,0
"Ascona, Scuole",Bus,0
"Ascona, Barragie",Bus,0
"Porto Ronco, Acapulco",Bus,0
"Ascona, Via Medere",Bus,0
"Ascona, Albergo Ascona",Bus,0
"Ascona, Manor Delta",Bus,0
"Solduno, Selva",Bus,0
"Solduno, Passetto",Bus,0
"Ponte Brolla, Stazione",Bus,0
"Losone, Ponte Maggia",Bus,0
"Locarno, Via Monteguzzo",Bus,0
Avegno di fuori,Bus,0
"Losone, Mercato Cattori",Bus,0
"Losone, Arbigo",Bus,0
"Losone, Agricola",Bus,0
"Ascona, Via Pascolo",Bus,0
"Losone, Municipio",Bus,0
"Losone, Zandone",Bus,0
"Losone, Caserma",Bus,0
"Losone, Via Cesura",Bus,0
"Losone, Posta",Bus,0
"Losone, ai Mulini",Bus,0
"Losone, Zandone Campeggio",Bus,0
"Golino, Posta",Bus,0
"Chiasso, Crocione",Bus,0
"Chiasso, Via Guisan",Bus,0
"Chiasso, Via Soldini",Bus,0
"Chiasso, Municipio",Bus,0
"Chiasso, Centro Sportivo",Bus,0
"Chiasso, Chiesa",Bus,0
"Chiasso, Via Chiesa",Bus,0
"Chiasso, Stazione",Bus,0
"Chiasso, Via Franscini",Bus,0
"Chiasso, Rampa",Bus,0
"Balerna, Via Ciseri",Bus,0
"Chiasso, Confine",Bus,0
"Chiasso, Piazza Indipendenza",Bus,0
"Chiasso, Via Volta",Bus,0
"Chiasso, Scuole",Bus,0
"Chiasso, Via Favre",Bus,0
"Chiasso, Viale Stoppa",Bus,0
"Chiasso, Via Bossi",Bus,0
"Vacallo, Ponte Picio",Bus,0
"Chiasso, Boffalora",Bus,0
"Pizzamiglio, Dogana",Bus,0
"Vacallo, Sovernigo",Bus,0
"Morbio Inferiore, Villette",Bus,0
"Balerna, Rimessa AMSA",Bus,0
"Morbio Inferiore, Pascuritt",Bus,0
"Balerna, Pontegana",Bus,0
"Balerna, Bisio",Bus,0
"Morbio Inferiore, Breggia",Bus,0
"Morbio Inferiore, Serfontana",Bus,0
"Balerna, Bellavista (FFS)",Bus,0
"Morbio Inferiore, Polenta",Bus,0
"Balerna, Piazza",Bus,0
"Morbio Inferiore, Ghitello",Bus,0
"Chiasso, al Sasso",Bus,0
"Brissago, Posta",Bus,0
"Brissago, Municipio",Bus,0
"Brissago, Piazza del Sole",Bus,0
"Brissago, Bivio Incella",Bus,0
"Brissago, Clinica Hildebrand",Bus,0
"Brissago, Nevedone",Bus,0
"Brissago, Co' di Campo",Bus,0
"Brissago, S. Giorgio",Bus,0
"Brissago, Noveledo",Bus,0
"Brissago, Cagetto",Bus,0
Piodina,Bus,0
"Brissago, Piodina Paese",Bus,0
"Brissago, Miralago",Bus,0
"Brissago, Cartogna",Bus,0
"Brissago, Porta",Bus,0
"Brissago, Gadero",Bus,0
"Ronco sopra Ascona, Posta",Bus,0
"Ronco s. Ascona, F.na Martina",Bus,0
"Ronco sopra Ascona,Via Barcone",Bus,0
"Ronco sopra Ascona, Chiesa",Bus,0
"Ronco sopra Ascona, cimitero",Bus,0
"Ronco sopra Ascona, Pontif",Bus,0
Livurcio,Bus,0
"Porto Ronco, Murisc",Bus,0
"Porto Ronco, la Rocca",Bus,0
"Porto Ronco, Posta",Bus,0
"Porto Ronco, Crodolo Verbano",Bus,0
"Porto Ronco, Rivabella",Bus,0
"Brissago, Cadogno",Bus,0
"Brissago, Bellavista",Bus,0
"Brissago, Incella",Bus,0
"Vacallo, Casa Materna",Bus,0
"Vacallo, Letra",Bus,0
"Vacallo, Via Spinee",Bus,0
"Vacallo, S. Simone",Bus,0
"Vacallo, Cimitero",Bus,0
"Vacallo, Scuole",Bus,0
"Morbio Inferiore, Fontanella",Bus,0
"Vacallo, Piazza",Bus,0
"Morbio Inferiore, Campo Sport.",Bus,0
"Morbio Inferiore, Sta. Lucia",Bus,0
"Morbio Inferiore, Posta",Bus,0
"Morbio Inferiore, Basilica",Bus,0
"Morbio Inferiore, Via Vela",Bus,0
"Morbio Inferiore, Piano",Bus,0
"Serpiano, Albergo",Bus,0
"Serpiano, Ostello Alpino",Bus,0
"Serpiano, Casa Doganale",Bus,0
"Meride, Crocefisso",Bus,0
"Meride, Fontana di Meride",Bus,0
"Meride, Paese",Bus,0
"Mendrisio, Staz. Transito Bus",Bus,0
"Meride, Campeggio",Bus,0
"Mendrisio, Via Motta",Bus,0
"Rancate, Cimitero",Bus,0
"Mendrisio, Macello",Bus,0
"Genestrerio, Croce Grande",Bus,0
"Mendrisio, Centro Studi 2",Bus,0
"Meride, Alla Guana",Bus,0
"Arzo, Bagno Spiaggia",Bus,0
"Mendrisio, Casa Anziani",Bus,0
"Mendrisio, Stazione",Bus,0
"Rancate, Posta",Bus,0
"Mendrisio, Borgo",Bus,0
"Mendrisio, Autosilo",Bus,0
"Mendrisio, Via Morée",Bus,0
"Genestrerio, Canova",Bus,0
"Genestrerio, Cimitero",Bus,0
"Mendrisio, OSC",Bus,0
"Mendrisio, Banchette",Bus,0
"Bellinzona, Via Vela",Bus,0
"Bellinzona, Piazza Orico",Bus,0
"Bellinzona, Espocentro",Bus,0
"Bellinzona, Via Mirasole",Bus,0
"Bellinzona, Viale G. Motta",Bus,0
"Daro, Scuole",Bus,0
"Bellinzona, Bagno Pubblico",Bus,0
"Arbedo, Ponte Pacciaredo",Bus,0
"Arbedo, Rotondello",Bus,0
"Claro, Biv. per Scubiago",Bus,0
"Preonzo, Bivio per Claro",Bus,0
"Cresciano, Palazzi",Bus,0
"Preonzo, Piazza",Bus,0
"Gnosca, Cusnà",Bus,0
"Preonzo, Paese",Bus,0
"Gnosca, Centro",Bus,0
"Preonzo, Nord",Bus,0
"Gnosca, rifugio animali",Bus,0
"Gorduno, San Carpoforo",Bus,0
"Bellinzona, Parco Giochi",Bus,0
"Bellinzona, Bivio Galbisio",Bus,0
"Bellinzona, Lusanico",Bus,0
Carasso,Bus,0
"Bellinzona, Via Lepori",Bus,0
"Bellinzona, Via Monte Gaggio",Bus,0
"Giubiasco, Piazza",Bus,0
"Giubiasco, Borghetto",Bus,0
"Giubiasco, Stazione",Bus,0
"Giubiasco, Via Ferriere",Bus,0
"Giubiasco, Sottomontagna",Bus,0
"Giubiasco, alla Morobbia",Bus,0
"Giubiasco, Caffè Locarno",Bus,0
"Giubiasco, Golena",Bus,0
"Giubiasco, Seghezzone",Bus,0
"Giubiasco, Cimiterio",Bus,0
"Giubiasco, Via Bellinzona",Bus,0
"Giubiasco, Sasso Piatto",Bus,0
"Camorino, Bivio Comelina",Bus,0
