,stop,type
3193,"Hirschmatt (Guggisberg), Allme",Bus
3194,"Riedacker BE, Schulhaus",Bus
3195,"Gurnigel, Gantrischhütte",Bus
3196,"Gurnigel, Stierenhütte",Bus
3197,"Gurnigel, Berghaus",Bus
3198,"Gurnigel, Wasserscheide",Bus
3199,Oberer Gurnigel,Bus
3200,Schwefelberg Bad,Bus
3201,"Sangernboden, Hengstsense",Bus
3202,"Aeschi b. Spiez, Hasleren",Bus
3203,"Hondrich, Bühlen",Bus
3204,"Hondrich, Schulhaus",Bus
3205,"Spiezwiler, Stegweide",Bus
3206,"Hondrich, Byfang",Bus
3207,Aeusseres Emdthal,Bus
3208,"Spiezwiler, Rössli",Bus
3209,"Hondrich, Stutz",Bus
3210,"Emdthal, Dorf",Bus
3211,"Spiezwiler, Schulhaus",Bus
3212,"Spiez, Sodmatte",Bus
3213,"Spiez, Eden Hotel",Bus
3214,"Spiez, Schachen",Bus
3215,"Spiez, Längmaad",Bus
3216,Scherliau,Bus
3217,"Oberscherli, Leimen",Bus
3218,"Oberbalm, Dorf",Bus
3219,"Oberbalm, Bach",Bus
3220,"Niedermuhlern, Bachmühle",Bus
3221,"Niedermuhlern, Baumgärtli",Bus
3222,"Niedermuhlern, Käserei",Bus
3223,"Bütschel, Abzw.",Bus
3224,"Zimmerwald, Budelkehr",Bus
3225,"Bütschel, Gschneit",Bus
3226,Oberbütschel,Bus
3227,"Rüeggisberg, Than",Bus
3228,"Rüeggisberg, Mättiwil",Bus
3229,"Vorderfultigen, Abzw. Egg",Bus
3230,"Rüeggisberg, Tromwil",Bus
3231,"Vorderfultigen, Käserei",Bus
3232,"Zimmerwald, Kirche",Bus
3233,"Lotzwil, Unterdorf",Bus
3234,"Langenthal, Rumimatte",Bus
3235,"Langenthal, Schwimmbad",Bus
3236,"Langenthal, Blumenstrasse",Bus
3237,"Langenthal, Mittelstrasse",Bus
3238,"Langenthal, Löwenplatz",Bus
3239,"Langenthal, Bleichestrasse",Bus
3240,"Langenthal, Tell/Kantonalbank",Bus
3241,"Langenthal, Neuhüsli",Bus
3242,"Langenthal, Wiesenstrasse",Bus
3243,"Langenthal, Rössli",Bus
3244,"Langenthal, Passhöchi",Bus
3245,"Langenthal, Bahnhof",Bus
3246,"Langenthal, Neuhof",Bus
3247,"Langenthal, Spital",Bus
3248,"Langenthal, Elzweg",Bus
3249,"Langenthal, Zelgli",Bus
3250,"Langenthal, Lindenhof",Bus
3251,"Langenthal, Zelgligasse",Bus
3252,"Langenthal, Hardau",Bus
3253,"Langenthal, Bäregg",Bus
3254,"Langenthal, Dreilinden",Bus
3255,"Langenthal, Schorenstrasse",Bus
3256,"Langenthal, Schoren-Ochsen",Bus
3257,"Langenthal, Nencki",Bus
3258,"Langenthal, Schulen Hard",Bus
3259,"Spiez, Schiffstation",Bus
3260,"Spiez, Parkplatz Regez",Bus
3261,"Faulensee, Möve",Bus
3262,"Faulensee, Am See",Bus
3263,"Leissigen, Bahnhof",Bus
3264,"Faulensee, Angernstrasse",Bus
3265,"Faulensee, Dorf",Bus
3266,"Leissigen, Schulhaus",Bus
3267,"Faulensee, Oberdorf",Bus
3268,"Spiez, Grueb",Bus
3269,"Mülenen, Chappelegand",Bus
3270,"Emdthal, Bad Heustrich",Bus
3271,"Reichenbach i. K., Bahnhof",Bus
3272,"Mülenen, Bahnhof",Bus
3273,"Reichenbach i. K., Reudlen",Bus
3274,"Reichenbach i. K., Bären",Bus
3275,"Reichenbach i. K., Müli",Bus
3276,"Aeschiried, Suld Pochtenfall",Bus
3277,"Aeschiried, Fuchsgraben",Bus
3278,"Bolken, Dorf",Bus
3279,"Etziken, Dorf",Bus
3280,"Inkwil, Bahnhof",Bus
3281,"Aeschi SO, Kirche",Bus
3282,"Aeschi SO, Bolkenstrasse",Bus
3283,Hüniken,Bus
3284,"Etziken, Mehrzweckhalle",Bus
3285,"Etziken, Industrie",Bus
3286,"Inkwil, Dorf",Bus
3287,"Winistorf, Mösli",Bus
3288,"Wangenried, Schule",Bus
3289,"Heimenhausen, Riedgasse",Bus
3290,"Hersiwil, Dorf",Bus
3291,"Winistorf, Dorf",Bus
3292,Burgäschi,Bus
3293,Worb Dorf,Train
3294,Worbboden,Train
3295,Langenloh,Bus
3296,"Worb Dorf, Bahnhof",Bus
3297,Vechigen,Train
3298,Rüfenacht,Bus
3299,"Worb, Mühlestrasse",Bus
3300,"Worb, Toggenburg",Bus
3301,"Biglen, Bahnhof",Bus
3302,"Worb Dorf, Bahnhofstrasse",Bus
3303,Boll-Utzigen,Train
3304,Stettlen,Train
3305,Deisswil,Train
3306,"Stettlen, Linde",Bus
3307,"Boll-Utzigen, Bahnhof",Bus
3308,"Deisswil, Ziegelhüsi",Bus
3309,"Les Prés-d'Orvin, Le Grillon",Bus
3310,"Les Prés-d'Orvin, Bellevue",Bus
3311,"Les Prés-d'Orvin, Ch. Cernils",Bus
3312,"Vauffelin, Dynamic Test Center",Bus
3313,"Vauffelin, poste",Bus
3314,"Vauffelin, Les Oeuches",Bus
3315,"Vauffelin, Route de Plagne",Bus
3316,"Vauffelin, Champs-Verlets",Bus
3317,"Plagne, bas du village",Bus
3318,Romont BE,Bus
3319,"Romont BE, rte de Vauffelin",Bus
3320,"Plagne, place du Cerf",Bus
3321,"Meinisberg, Rütti",Bus
3322,"Meinisberg, Unterdorf",Bus
3323,"Büren an der Aare, Bahnhof",Bus
3324,"Meinisberg, Rosenweg",Bus
3325,"Lengnau BE, Industrie",Bus
3326,"Meinisberg, Dorfplatz",Bus
3327,"Rüti b. Büren, Hauptstrasse",Bus
3328,"Büren an der Aare, Städtli",Bus
3329,"Dotzigen, alte Käserei",Bus
3330,"Büren an der Aare, Bahnhofstr.",Bus
3331,"Pieterlen, Bahnhof",Bus
3332,"Lengnau BE, Sportplatz",Bus
3333,"Meinisberg, Niesenstrasse",Bus
3334,"Safnern, Industriestrasse",Bus
3335,"Safnern, Moosweg",Bus
3336,"Safnern, Dorfplatz",Bus
3337,"Safnern, Kirchweg",Bus
3338,"Safnern, Gürweg",Bus
3339,"Safnern, Grenzweg",Bus
3340,"Orpund, Bürenstrasse",Bus
3341,"Pieterlen, Metzgergasse",Bus
3342,"Pieterlen, Südstrasse",Bus
3343,"Pieterlen, Gemeindehaus",Bus
3344,"Pieterlen, Schulhaus",Bus
3345,"Lengnau BE, Gemeindehaus",Bus
3346,"Lengnau BE, Schulhaus Dorf",Bus
3347,"Pieterlen, Schlössli",Bus
3348,"Pieterlen, Industrie West",Bus
3349,"Reuchenette-Péry, gare",Bus
3350,"La Heutte, Boccalino",Bus
3351,"Sonceboz-Sombeval, Couronne",Bus
3352,"Grenchen, Sonnmatt",Bus
3353,"Lengnau BE, Grienberg",Bus
3354,"Lengnau BE, Kreisel Badmatt",Bus
3355,"Lengnau BE, Rado",Bus
3356,"Studen BE, Grien",Bus
3357,"Studen BE, Sagi",Bus
3358,"Studen BE, Längacker",Bus
3359,"Studen BE, Wydenplatz",Bus
3360,"Studen BE, Petinesca",Bus
3361,"Worben, Tribey",Bus
3362,"Worben, Post",Bus
3363,"Worben, Gemeindehaus",Bus
3364,"Worben, Busswilstrasse",Bus
3365,"Worben, Bad",Bus
3366,"Lyss, Parkschwimmbad",Bus
3367,"Lyss, KUFA",Bus
3368,"Aarberg, Bifang",Bus
3369,"Lyss, Lyssbachpark",Bus
3370,"Lyss, Stigli",Bus
3371,"Aarberg, Spital",Bus
3372,"Lyss, Bären",Bus
3373,"Lyss, Bahnhof",Bus
3374,"Lyss, Hirschenplatz",Bus
3375,"Büetigen, Dorf",Bus
3376,"Lyss, Bahnhof Ost",Bus
3377,"Lyss, Beundengasse",Bus
3378,"Lyss, Mühleplatz",Bus
3379,"Büetigen, Ausserdorf",Bus
3380,"Diessbach bei Büren, Friedhof",Bus
3381,"Lyss, Grentschel",Bus
3382,"Lyss, Berufsschulhaus",Bus
3383,"Scheuren, Räbhubel",Bus
3384,"Scheuren, Schulhaus",Bus
3385,"Orpund, Gottstatt",Bus
3386,"Boll-Utzigen, Vorderer Rain",Bus
3387,"Boll, Schlossstrasse",Bus
3388,"Boll, Oberfeldstrasse",Bus
3389,"Boll-Utzigen, Rain",Bus
3390,"Boll, Obermoosstrasse",Bus
3391,"Boll, Rüdenweg",Bus
3392,"Utzigen, Aebnit",Bus
3393,Utzigen,Bus
3394,"Utzigen, Pflege-und Altersheim",Bus
3395,"Walkringen, Bahnhof",Bus
3396,"Walkringen, Zihlstrasse",Bus
3397,"Walkringen, Dorni",Bus
3398,"Walkringen, Niederwil",Bus
3399,"Wikartswil, Dorf",Bus
3400,"Walkringen, Rüttihubelbad",Bus
3401,"Enggistein, Rüttihubelstrasse",Bus
3402,"Enggistein, Dorf",Bus
3403,"Worb, Filzfabrik",Bus
3404,Metzgerhüsi,Bus
3405,"Worb, Längmatt",Bus
3406,"Biglen, Biglenrohr",Bus
3407,"Worb, Lindhalde",Bus
3408,"Worb, Bleiche",Bus
3409,"Biglen, Bären",Bus
3410,"Biglen, Sonne",Bus
3411,"Worb, Wyden Schulhaus",Bus
3412,"Worb SBB, Bahnhof",Bus
3413,"Arnisäge BE, Post",Bus
3414,"Arni BE, Walke",Bus
3415,"Worb, Blümlisalpstrasse",Bus
3416,"Rubigen, Beitenwil",Bus
3417,"Richigen, Graben",Bus
3418,"Richigen, Dorf",Bus
3419,"Richigen, Abzw. Lochi",Bus
3420,"Richigen, Lochi",Bus
3421,"Schlosswil, Mühlestrasse",Bus
3422,Ried bei Worb,Bus
3423,"Schlosswil, Kreuz",Bus
3424,"Grosshöchstetten, Neuhaus",Bus
3425,"Zäziwil, Kronenplatz",Bus
3426,"Schlosswil, Dorf",Bus
3427,"Grosshöchstetten, Talacker",Bus
3428,"Grosshöchstetten, Bahnhof",Bus
3429,"Bowil, Bahnhof",Bus
3430,"Schlosswil, Unterführung",Bus
3431,"Schlosswil, Nest",Bus
3432,"Konolfingen, Dorf",Bus
3433,"Konolfingen, Grünegg",Bus
3434,"Konolfingen,Brunnhaldenstrasse",Bus
3435,"Rubigen, Wydenhof",Bus
3436,"Rubigen, Bahnhof",Bus
3437,"Rubigen, Thunstrasse Süd",Bus
3438,"Rubigen, Dorfmatte",Bus
3439,"Münsingen, Schwand",Bus
3440,"Münsingen, Chäsi",Bus
3441,"Rubigen, Mühle Hunziken",Bus
3442,"Rubigen, Hunzigenbrügg",Bus
3443,"Arch, Bahnhofstrasse",Bus
3444,"Arch, Kreuz",Bus
3445,"Rüti b. Büren, Archfeld",Bus
3446,"Arch, Stockmatt",Bus
3447,"Leuzigen, Dezaley",Bus
3448,"Arch, Arche",Bus
3449,"Büren an der Aare, Rütifeld",Bus
3450,"Arch, Aarestrasse",Bus
3451,"Arch, Gemeindezentrum",Bus
3452,"Büren an der Aare,Solothurnstr",Bus
3453,"Büren an der Aare, Aarbergstr.",Bus
3454,"Büren an der Aare, Gehrweg",Bus
3455,"Büren an der Aare, Oberbüren",Bus
3456,"Solothurn, Hauptbahnhof",Bus
3457,"Solothurn, Baseltor",Bus
3458,"Solothurn, Schöngrünstrasse",Bus
3459,"Biberist, Aesplistrasse",Bus
3460,"Solothurn, Schiffländte",Bus
3461,"Derendingen, Kreuzplatz",Bus
3462,"Solothurn, Amthausplatz",Bus
3463,"Solothurn, Vorstadt",Bus
3464,"Zuchwil, Kornfeld",Bus
3465,"Zuchwil, Aarmatt",Bus
3466,"Solothurn, Kunstmuseum",Bus
3467,"Solothurn, Touring",Bus
3468,"Solothurn, Bergstrasse",Bus
3469,"Solothurn, Sternen",Bus
3470,"Solothurn, St. Katharinen",Bus
3471,"Solothurn, Spital",Bus
3472,"Biberist, Enge",Bus
3473,"Biberist, Waldstrasse",Bus
3474,"Lüsslingen, Hohberg",Bus
3475,"Zuchwil, Mc Donald's",Bus
3476,"Derendingen, Ritterplatz",Bus
3477,"Derendingen, Pestalozziplatz",Bus
3478,"Solothurn, Zentralbibliothek",Bus
3479,"Solothurn, Kofmehl",Bus
3480,"Solothurn, Postplatz",Bus
3481,"Zuchwil, Unterfeld",Bus
3482,"Zuchwil, Juraplatz",Bus
3483,"Lüsslingen, Käserei",Bus
3484,"Nennigkofen, Rössli",Bus
3485,"Leuzigen, Schulhaus",Bus
3486,"Lüterkofen, Dorf",Bus
3487,"Lohn-Lüterkofen, Bahnhof",Bus
3488,"Lüterkofen, Schulhaus",Bus
3489,"Ichertswil, alte Post",Bus
3490,Gerlafingen,Train
3491,Bettlach,Train
3492,Lengnau,Train
3493,Lyss,Train
3494,Sonceboz-Sombeval,Train
3495,Reuchenette-Péry,Train
3496,Deitingen,Train
3497,Solothurn Allmend,Train
3498,Langendorf,Train
3499,Lohn-Lüterkofen,Train
3500,Solothurn Sternen,Train
3501,Bätterkinden,Train
3502,Schalunen,Train
3503,Büren zum Hof,Train
3504,Fraubrunnen,Train
3505,Grafenried,Train
3506,Urtenen,Train
3507,Schönbühl RBS,Train
3508,Schüpfen,Train
3509,Hindelbank,Train
3510,Burgdorf Steinhof,Train
3511,Burgdorf Buchmatt,Train
3512,Lyssach,Train
3513,Schönbühl Shoppyland,Train
3514,Steinebrunn,Train
3515,Kesswil,Train
3516,Oberaach,Train
3517,Weinfelden,Train
3518,Sulgen,Train
3519,Arbon Seemoosriet,Train
3520,Kreuzlingen,Train
3521,Konstanz,Train
3522,Kurzrickenbach Seepark,Train
3523,"Amriswil, Bahnhof",Bus
3524,Erlen,Train
3525,Märstetten,Train
3526,Bürglen,Train
3527,Kehlhof,Train
3528,Bussnang,Train
3529,Kradolf,Train
3530,"Sulgen, Bahnhof",Bus
3531,"Bischofszell, Nord AOT",Bus
3532,Bischofszell Nord,Train
3533,Müllheim-Wigoltingen,Train
3534,Berg,Train
3535,Oppikon,Train
3536,Tägerwilen Dorf,Train
3537,Tägerwilen-Gottlieben,Train
3538,Henggart,Train
3539,Schottikon,Train
3540,Aadorf,Train
3541,Illnau,Train
3542,"Hermrigen, Friedhof",Bus
3543,"Hermrigen, Dorf",Bus
3544,"Bühl bei Aarberg, Dorf",Bus
3545,"Merzligen, Linde",Bus
3546,"Bühl bei Aarberg, Höll",Bus
3547,"Merzligen, Grossackerweg",Bus
3548,"Bühl bei Aarberg, Römerhof",Bus
3549,"Kappelen, Oberdorf",Bus
3550,"Kappelen, Kirche",Bus
3551,"Aarberg, Bielstr/Friedhof",Bus
3552,"Aarberg, Aarezelg",Bus
3553,"Aarberg, Nidaustrasse",Bus
3554,"Aarberg, Murtenstrasse",Bus
3555,"Lyss, Kornweg",Bus
3556,"Aarberg, Post/Bahnhof",Bus
3557,"Aarberg, Scheueracker",Bus
3558,"Bargen BE, Bahnhof",Bus
3559,"Aarberg, Schwimmbad",Bus
3560,"Aarberg, Bernfeld",Bus
3561,"Walperswil, Gimmiz",Bus
3562,"Kallnach, Bahnhof",Bus
3563,"Radelfingen b. A., Mühlethal",Bus
3564,"Seedorf BE, Aspi",Bus
3565,"Ruppoldsried, Dorfplatz",Bus
3566,"Messen, Post",Bus
3567,Waltwil,Bus
3568,"Messen, Dorfplatz",Bus
3569,"Messen, Eichholz",Bus
3570,"Messen, Schulhaus",Bus
3571,"Wengi b. Büren, Dorfplatz",Bus
3572,"Messen, Ischbad",Bus
3573,Oberramsern,Bus
3574,"Messen, Räzlirain",Bus
3575,"Brunnenthal, Dorf",Bus
3576,"Balm b. Messen, Wendeplatz",Bus
3577,"Biezwil, Dorf",Bus
3578,"Schnottwil, Post",Bus
3579,"Gächliwil, Wendeplatz",Bus
3580,"Messen, Gemeindehaus",Bus
3581,"Etzelkofen, Dorf",Bus
3582,"Schnottwil, Oberdorf",Bus
3583,"Biezwil, Ausserdorf",Bus
3584,"Schnottwil, Schulhaus",Bus
3585,"Wengi b. Büren, Friedhof",Bus
3586,"Schnottwil, Kreuzstrasse",Bus
3587,"Unterramsern, Post",Bus
3588,"Lüterswil, Dorf",Bus
3589,"Gächliwil, alte Post",Bus
3590,"Gossliwil, Dorf",Bus
3591,"Mülchi, Spritzenhaus",Bus
3592,"Etzelkofen, Oberdorf",Bus
3593,"Iffwil, Moosgasse",Bus
3594,"Iffwil, Spritzenhaus",Bus
3595,"Iffwil, Strücki",Bus
3596,"Zuzwil BE, Bergacker",Bus
3597,"Zuzwil BE, Dorfplatz",Bus
3598,"Jegenstorf, Risere",Bus
3599,"Jegenstorf, Zentrum",Bus
3600,"Urtenen, Käserei",Bus
3601,"Grafenried, Rest. Kreuz",Bus
3602,"Jegenstorf, Bahnhof",Bus
3603,"Schönbühl, Solothurnstrasse",Bus
3604,"Fraubrunnen, Rest. Löwen",Bus
3605,"Vorimholz, Hof Aeschwald",Bus
3606,"Rapperswil BE, Ziegelei",Bus
3607,"Bätterkinden, Bahnhof",Bus
3608,"Limpach, Vorimholz",Bus
3609,Kyburg Bad,Bus
3610,"Bätterkinden, Kreuz",Bus
3611,"Limpach, Post",Bus
3612,"Aetingen, Post",Bus
3613,"Brügglen SO, alte Post",Bus
3614,"Mühledorf SO, Kirche",Bus
3615,"Utzenstorf, Mösli",Bus
3616,"Utzenstorf, Schloss Landshut",Bus
3617,"Utzenstorf, Poststrasse",Bus
3618,"Utzenstorf, Koppigenstrasse",Bus
3619,"Koppigen, Schwimmbad",Bus
3620,Aefligen,Train
3621,Wiler,Train
3622,"Koppigen, Stöck",Bus
3623,"Koppigen, Gemeindeverwaltung",Bus
3624,"Koppigen, Sternen",Bus
3625,"Koppigen, Neues Schulhaus",Bus
3626,"Koppigen, Post",Bus
3627,"Willadingen, Dorf",Bus
3628,St. Niklaus b. Koppigen,Bus
3629,"Diessbach bei Büren, Gäu",Bus
3630,"Schnottwil, Kappeli",Bus
3631,"Vorimholz, Kaltenbrunnen",Bus
3632,"Rapperswil BE, Post",Bus
3633,"Dieterswil, Dorf",Bus
3634,"Lätti, Hauptstrasse",Bus
3635,Schönbrunnen,Bus
3636,"Münchenbuchsee, Buechlimatt",Bus
3637,"Schüpfen, Schwanden",Bus
3638,"Münchenbuchsee, Sagi",Bus
3639,"Schüpfen, Bahnhof",Bus
3640,"Münchenbuchsee, Dorf",Bus
3641,"Münchenbuchsee, Bahnhof",Bus
3642,"Münchenbuchsee, Kirche",Bus
3643,"Münchenbuchsee, Kipfgasse",Bus
3644,"Münchenbuchsee, Coop",Bus
3645,"Münchenbuchsee, Hofwilstrasse",Bus
3646,"Münchenbuchsee, Lindenweg",Bus
3647,"Münchenbuchsee, Schönegg",Bus
3648,"Oberwil b. Büren, Bad",Bus
3649,"Oberwil b. Büren, Dorf",Bus
3650,"Walterswil BE, Dorf",Bus
3651,"Ursenbach, Post",Bus
3652,"Walterswil BE, Gassenwald",Bus
3653,"Kleindietwil, Post",Bus
3654,"Oeschenbach, Bleuen",Bus
3655,"Walterswil BE, Mühleweg",Bus
3656,"Biberist, St. Urs",Bus
3657,"Biberist, Emmenbrücke",Bus
3658,"Biberist, Bernstrasse",Bus
3659,"Biberist, Post",Bus
3660,"Biberist RBS, Bahnhof",Bus
3661,"Biberist, Kaiserstrasse",Bus
3662,"Lohn-Ammannsegg, Ammannsegg",Bus
3663,"Biberist, Bromegg",Bus
3664,"Lohn-Ammannsegg, Kirche",Bus
3665,"Lohn-Ammannsegg, Alte Schmitte",Bus
3666,"Kräiligen, Restaurant Brücke",Bus
3667,"Küttigkofen, Bismarck",Bus
3668,"Bätterkinden, Schützenstrasse",Bus
3669,"Küttigkofen, Dorf",Bus
3670,"Bätterkinden, Sternen",Bus
3671,"Bätterkinden, Krone",Bus
3672,"Schalunen, Rest. Eintracht",Bus
3673,"Büren zum Hof, Abzw.",Bus
3674,"Moosseedorf, Rest. Utiger",Bus
3675,"Münchenbuchsee, Waldegg",Bus
3676,"Zollikofen, Bahnhof",Bus
3677,"Zollikofen, Kreuz",Bus
3678,"Zollikofen, Wydacker",Bus
3679,"Oberzollikofen, Bahnhof",Bus
3680,"Zollikofen, alte Post",Bus
3681,"Zollikofen, Schulhaus Ost",Bus
3682,"Zollikofen, Blindenschule",Bus
3683,"Zollikofen, Meielen Süd",Bus
3684,"Zollikofen, Erlachplatz",Bus
3685,"Münchenbuchsee, Hüslimoos",Bus
3686,"Münchenbuchsee, Mätteli",Bus
3687,"Zollikofen, Geisshubel",Bus
3688,"Zollikofen, Schulhaus West",Bus
3689,"Zollikofen, Hirzenfeld",Bus
3690,"Zollikofen, Betagtenheim",Bus
3691,"Zollikofen, Schäferei",Bus
3692,"Zollikofen, Webergutstrasse",Bus
3693,"Oberlindach, Käserei",Bus
3694,"Lyss, Flurweg",Bus
3695,"Lyss, Seelandhalle",Bus
3696,"Lyss, Rainweg",Bus
3697,"Lyss, Industrie Süd",Bus
3698,"Lyss, Industriezone Bernstr.",Bus
3699,"Lyss, Lehn",Bus
3700,"Wiler bei Seedorf, Stücki",Bus
3701,"Suberg-Grossaffoltern, Bahnhof",Bus
3702,"Ammerzwil BE, Unterdorf",Bus
3703,"Wiler bei Seedorf, Neuwiler",Bus
3704,"Suberg, Kosthofen",Bus
3705,"Ammerzwil BE, Sandhubel",Bus
3706,"Ammerzwil BE, Dorf",Bus
3707,"Schüpfen, Bundkofen",Bus
3708,"Schüpfen, Schlattweg",Bus
3709,"Lyss, Jungfrauweg",Bus
3710,"Bellach, Franziskanerhof",Bus
3711,"Solothurn, Industriestrasse",Bus
3712,"Solothurn, Grenchenstrasse",Bus
3713,"Rüttenen, Grünegg",Bus
3714,"Solothurn, Kantonsschule",Bus
3715,"Feldbrunnen, Bahnhof",Bus
3716,"Solothurn, Obach",Bus
3717,"Zuchwil, Amselweg",Bus
3718,"Luterbach, Kraftwerk",Bus
3719,"Alchenflüh, Bernstrasse Ost",Bus
3720,"Lyssach, Lyssachschachen",Bus
3721,"Rüdtligen, Käserei",Bus
3722,"Lyssach, Bernstrasse (Ikea)",Bus
3723,"Burgdorf, Bleichimatt",Bus
3724,Kirchberg-Alchenflüh,Train
3725,"Koppigen, Wohn- u. Pflegeheim",Bus
3726,"Koppigen, Aspi",Bus
3727,Oeschberg,Bus
3728,"St. Niklaus b. Koppigen, Heim",Bus
3729,"Niederösch, Unterdorf",Bus
3730,"Alchenstorf, Unteralchenstorf",Bus
3731,"Bützberg, Wyssenried",Bus
3732,"Bützberg, Neuquartier",Bus
3733,"Bützberg, Tell",Bus
3734,"Bützberg, Käserei",Bus
3735,"Bützberg, Unterdorf",Bus
3736,"Walliswil b. Wangen, Tal",Bus
3737,"Walliswil b. Wangen, Stalden",Bus
3738,"Walliswil b. Wangen, Sonne",Bus
3739,"Kiesen, Dorf",Bus
3740,"Oppligen, Gemeindehaus",Bus
3741,"Oppligen, Schütz",Bus
3742,"Wichtrach, Käserei",Bus
3743,"Wichtrach, Murachere",Bus
3744,"Herbligen, Dorf",Bus
3745,"Heimberg, Haslikehr",Bus
3746,"Wichtrach, Bernstrasse",Bus
3747,"Wichtrach, Dorfplatz",Bus
3748,"Wichtrach, Bahnhof",Bus
3749,"Oberdiessbach, Bahnhof",Bus
3750,"Oberdiessbach, Kastanienpark",Bus
3751,"Aeschlen b. O., Abzw. Bleiken",Bus
3752,"Aeschlen b. O., Dorf",Bus
3753,"Aeschlen b. O., Julisgraben",Bus
3754,"Aeschlen b. O., Bareichte",Bus
3755,"Linden, Grafenbühl",Bus
3756,"Linden, Dorf",Bus
3757,"Linden, Gridenbühl",Bus
3758,Jassbach,Bus
3759,Schlegwegbad,Bus
3760,"Heimenschwand, Hinterägerten",Bus
3761,"Heimenschwand, Post",Bus
3762,"Heimenschwand, Badhaus",Bus
3763,"Heimenschwand, Marbach",Bus
3764,"Heimenschwand, Höh",Bus
3765,"Heimenschwand, Scheidweg",Bus
3766,"Schönbühl, Platane",Bus
3767,"Schönbühl, Feldegg",Bus
3768,"Schönbühl RBS, Bahnhof",Bus
3769,"Schönbühl, Hohrain",Bus
3770,"Bäriswil BE, Brunnen",Bus
3771,"Bäriswil BE, Mätteli",Bus
3772,"Mattstetten, Dorf",Bus
3773,Obermoos,Bus
3774,"Hindelbank, Post",Bus
3775,"Hettiswil b. H., Kreuz",Bus
3776,"Hindelbank, Brunnenhof",Bus
3777,"Krauchthal, Buch",Bus
3778,"Hettiswil b. H., Dorf",Bus
3779,"Hindelbank, Bahnhof",Bus
3780,"Lyssach, Dorfstrasse",Bus
3781,"Lyssach, Kernenriedstrasse",Bus
3782,"Burgdorf, Tiergarten",Bus
3783,"Burgdorf, Willestrasse",Bus
3784,"Burgdorf, Gsteighof",Bus
3785,"Burgdorf, Nationalplatz",Bus
3786,"Burgdorf, Lerchenbühlweg",Bus
3787,"Burgdorf, Hallenbad",Bus
3788,"Burgdorf, Schützenhaus",Bus
3789,"Burgdorf, Mühlegasse",Bus
3790,"Burgdorf, Parkhaus Oberstadt",Bus
3791,"Burgdorf, Heimiswilstrasse",Bus
3792,"Burgdorf, Lorraine",Bus
3793,"Burgdorf, Gyrischachen",Bus
3794,"Burgdorf, Schlossmatt",Bus
3795,"Burgdorf, Hasleweg",Bus
3796,"Burgdorf, Spital",Bus
3797,"Burgdorf, Oberdorf",Bus
3798,"Oberburg, Post",Bus
3799,"Oberburg, Schulstrasse",Bus
3800,"Oberburg, Schwandgasse",Bus
3801,"Oberburg, Pfisternstrasse",Bus
3802,"Oberburg, Schulhaus Stöckern",Bus
3803,"Oberburg, Ziegelgut",Bus
3804,"Oberburg, Bärenstrasse",Bus
3805,"Hasle-Rüegsau, Bahnhof",Bus
3806,Tschamerie,Bus
3807,"Lützelflüh-Goldbach, Bahnhof",Bus
3808,"Rüegsauschachen, Zentrum",Bus
3809,"Hasle b.B., Eisbahnweg",Bus
3810,"Hasle b.B., Mühle",Bus
3811,"Ramsei, Bahnhof",Bus
3812,"Lützelflüh-Goldbach,alte Hueti",Bus
3813,"Schwanden i.E., Post",Bus
3814,"Rüegsbach, Dorf",Bus
3815,"Rüegsau, Dorf",Bus
3816,"Hasle b.B., Dorf",Bus
3817,"Grünenmatt, Dorfmitte",Bus
3818,"Ranflüh, Ranflühschachen",Bus
3819,"Goldbach BE, Sonnhalde",Bus
3820,"Schwanden i.E., Schwandenmatt",Bus
3821,"Schwanden i. E., Nesselgraben",Bus
3822,"Sumiswald-Grünen, Bahnhof",Bus
3823,"Ranflüh, Ranflühmatte",Bus
3824,"Sumiswald, Post",Bus
3825,Trachselwald,Bus
3826,"Sumiswald, Arch",Bus
3827,"Sumiswald, Dorfgasse",Bus
3828,"Grünenmatt, Bahnhof",Bus
3829,"Sumiswald, Ey",Bus
3830,"Sumiswald, Gammenthal",Bus
3831,"Sumiswald, Mauer",Bus
3832,"Sumiswald, Forum",Bus
3833,"Wasen i.E., Oberei",Bus
3834,"Wasen i.E., Dangeli",Bus
3835,"Wasen i.E., Bahnhof",Bus
3836,"Wasen i.E., Kirche",Bus
3837,"Wasen i.E., Stegmatt",Bus
3838,"Wasen i.E., Abzw. Churzenei",Bus
3839,"Wasen i.E., Aeschberg",Bus
3840,"Münsingen, Neuhaus",Bus
3841,"Wichtrach, Thalgutstrasse",Bus
3842,"Münsingen, Aeschistrasse",Bus
3843,"Münsingen, Ochsen",Bus
3844,"Münsingen, Industrie/USM",Bus
3845,"Münsingen, Bahnhof",Bus
3846,"Münsingen, Schöneggweg",Bus
3847,"Münsingen, Friedhof",Bus
3848,"Münsingen, Traube",Bus
3849,"Münsingen, Zelgweg",Bus
3850,"Münsingen, Schlossmatt",Bus
3851,"Münsingen, PZM",Bus
3852,"Münsingen, Erlenauweg",Bus
3853,"Rubigen, Hauptstrasse",Bus
3854,"Münsingen, Bärenmatte",Bus
3855,"Tägertschi, Dorf",Bus
3856,"Münsingen, Finkenweg",Bus
3857,"Allmendingen b. B, Käserei",Bus
3858,"Münsingen, Bärenstutz",Bus
